"Variable","Importancia"
"(Intercept)",144.196320177699
"tiempo_medio_servicios",40.6649844214154
"tiempo_medio_unicos",33.0308743328999
"renta_media_ponderada",0.0636472384249268
"poblacion_total_distrito",0.0215612048453607
